,bedroom_abvgr,year_remod/add,overall_cond,house_style,garage_cars,lot_area,neighborhood,bldg_type,total_sf,total_bath,saleprice
1592,4,2006,5,2Story,3.0,16052,StoneBr,1Fam,4548.0,2.5,535000
1593,3,1962,6,1Story,1.0,7150,Sawyer,1Fam,1824.0,1.0,123000
1594,2,1955,5,1Story,0.0,6012,Edwards,Duplex,1152.0,2.0,82000
1595,3,1965,8,2Story,1.0,5350,OldTown,1Fam,2074.0,1.0,132000
1596,2,1968,6,1Story,1.0,5400,OldTown,1Fam,2146.0,1.0,108480
1597,3,1967,5,1Story,2.0,9535,Sawyer,1Fam,2634.0,1.5,165000
1598,3,2006,5,1Story,2.0,7441,SawyerW,1Fam,2947.0,2.0,181000
1599,4,1961,5,SLvl,1.0,15400,Sawyer,1Fam,2067.0,2.0,165000
1600,5,1969,5,1.5Fin,1.0,10544,Mitchel,1Fam,2343.0,2.0,161000
1601,3,2006,5,1Story,2.0,10936,Somerst,1Fam,3008.0,2.0,199000
1602,4,2003,5,2Story,2.0,11316,Timber,1Fam,2711.0,2.5,214900
1603,2,2006,5,1Story,2.0,8640,Somerst,1Fam,2556.0,2.0,198600
1604,4,1998,5,2Story,2.0,12090,NoRidge,1Fam,3404.0,2.5,258000
1605,6,2000,5,2Story,4.0,7939,SawyerW,Duplex,3955.0,5.0,269500
1606,3,2002,5,2Story,2.0,7750,Gilbert,1Fam,2121.0,2.5,176000
1607,3,1991,7,SLvl,1.0,9350,NAmes,1Fam,2604.0,2.0,158000
1608,3,2002,5,SLvl,2.0,7750,Gilbert,1Fam,1827.0,2.5,184100
1609,2,1971,5,1Story,2.0,13001,NWAmes,1Fam,2845.0,2.0,170000
1610,3,1986,6,SLvl,2.0,13607,Crawfor,1Fam,2554.0,2.5,208000
1611,1,2003,5,1Story,2.0,4435,CollgCr,TwnhsE,1696.0,1.0,140000
1612,2,2008,5,1Story,2.0,3843,Crawfor,TwnhsE,3244.0,2.0,230000
1613,2,1989,5,1Story,2.0,5950,StoneBr,TwnhsE,2674.0,2.0,188500
1614,2,1950,6,1.5Fin,1.0,12400,Crawfor,1Fam,2618.0,1.5,194000
1615,3,1958,5,1Story,1.0,10425,NAmes,1Fam,2208.0,1.0,133000
1616,3,1978,5,1Story,1.0,16269,CollgCr,1Fam,1814.0,1.0,140000
1617,3,2000,5,2Story,2.0,8998,CollgCr,1Fam,2434.0,2.5,207500
1618,5,1997,7,2Story,2.0,10400,NWAmes,1Fam,3572.0,2.5,256900
1619,2,1950,6,1.5Fin,1.0,10134,OldTown,1Fam,1769.0,1.0,109000
1620,4,1979,5,1Story,2.0,7007,SawyerW,Duplex,1513.0,2.0,113722
1621,3,2006,5,1Story,3.0,11645,CollgCr,1Fam,2996.0,2.0,237000
1622,3,1963,7,1Story,2.0,8250,NAmes,1Fam,2106.0,1.0,142100
1623,2,1954,5,1Story,2.0,11027,NAmes,1Fam,2471.0,2.0,149900
1624,3,2008,5,1Story,3.0,12350,NridgHt,1Fam,4040.0,2.0,404000
1625,3,1998,8,2Story,2.0,18275,NAmes,1Fam,3886.0,3.0,277500
1626,3,1985,5,2Story,2.0,9206,SawyerW,1Fam,2473.0,2.5,178000
1627,2,2006,5,1Story,2.0,6240,NridgHt,TwnhsE,2648.0,2.0,254000
1628,2,1970,2,1Story,2.0,9656,OldTown,1Fam,1510.0,1.0,12789
1629,3,1996,5,1Story,2.0,7875,Gilbert,1Fam,2490.0,2.0,176000
1630,4,2006,5,2Story,3.0,16259,NridgHt,1Fam,3845.0,3.5,342643
1631,3,1967,6,1Story,1.0,6173,Sawyer,1Fam,1778.0,1.0,125500
1632,3,1989,5,1Story,2.0,12890,Timber,1Fam,2990.0,2.0,150000
1633,2,2007,5,1Story,2.0,10440,Somerst,1Fam,3158.0,2.0,261329
1634,3,2005,5,1Story,0.0,7500,SawyerW,1Fam,2160.0,1.0,141000
1635,3,1953,6,1Story,1.0,9532,NAmes,1Fam,2752.0,1.0,153000
1636,2,2007,5,1Story,3.0,3922,Blmngtn,TwnhsE,2516.0,2.0,172500
1637,3,2003,7,2Story,1.0,8730,BrkSide,1Fam,2094.0,1.0,153575
1638,2,2007,9,1Story,1.0,6060,IDOTRR,1Fam,1838.0,1.0,124900
1639,3,2007,5,1Story,3.0,14450,NridgHt,1Fam,4242.0,2.5,415298
1640,3,1950,6,1.5Fin,1.0,5400,OldTown,1Fam,2016.0,1.0,119000
1641,3,2006,5,1Story,3.0,10000,Somerst,1Fam,3176.0,2.0,227000
1642,3,2006,7,1Story,1.0,10007,NAmes,1Fam,2106.0,1.5,145500
1643,1,1950,5,1Story,1.0,7830,OldTown,1Fam,984.0,1.0,61500
1644,3,1969,6,1Story,2.0,11727,NAmes,1Fam,3702.0,2.0,192100
1645,3,1965,7,2Story,1.0,10320,IDOTRR,2fmCon,2101.0,1.5,116000
1646,3,1958,8,SLvl,1.0,10482,NAmes,1Fam,1726.0,1.0,145000
1647,3,2003,5,1Story,3.0,15274,NridgHt,1Fam,4904.0,2.0,445000
1648,3,2008,7,1Story,2.0,8800,CollgCr,1Fam,2080.0,2.0,150500
1649,3,1994,5,2Story,2.0,10000,Gilbert,1Fam,2418.0,2.5,175900
1650,3,1974,6,1Story,2.0,10140,NWAmes,1Fam,2232.0,2.0,167900
1651,4,2006,5,2Story,3.0,14054,Gilbert,1Fam,2742.0,2.5,219210
1652,3,1992,5,2Story,2.0,11218,SawyerW,1Fam,2900.0,2.5,189000
1653,3,1957,4,1Story,1.0,8856,NAmes,1Fam,2352.0,1.0,136500
1654,3,2008,7,1Story,1.0,7800,Sawyer,1Fam,1756.0,1.0,137900
1655,2,2006,4,1Story,1.0,7200,OldTown,1Fam,2044.0,1.0,85000
1656,4,1951,3,1Story,2.0,10680,NAmes,1Fam,4272.0,2.0,137900
1657,3,1998,5,2Story,2.0,9535,Gilbert,1Fam,2530.0,2.5,195500
1658,4,1950,4,2Story,1.0,6858,SWISU,1Fam,2453.0,1.5,128000
1659,3,2007,8,1Story,1.0,8100,Sawyer,1Fam,1728.0,1.0,135000
1660,3,1975,6,1Story,2.0,9216,CollgCr,1Fam,2152.0,1.5,143195
1661,2,1960,6,1Story,1.0,9100,BrkSide,1Fam,1521.0,1.0,79500
1662,3,2004,5,2Story,2.0,12774,SawyerW,1Fam,2498.0,2.5,192500
1663,3,1970,7,1.5Fin,1.0,6000,OldTown,1Fam,2096.0,1.5,129500
1664,3,1996,5,2Story,2.0,10364,Gilbert,1Fam,2378.0,2.5,168000
1665,2,1950,5,1.5Fin,1.0,6000,BrkSide,1Fam,2081.0,2.0,105000
1666,3,1971,5,1Story,2.0,10530,NAmes,1Fam,1962.0,1.5,143250
1667,3,2006,6,1Story,1.0,9525,CollgCr,1Fam,2198.0,1.5,144000
1668,3,2002,5,2Story,2.0,8880,SawyerW,1Fam,3058.0,2.5,205000
1669,2,1974,6,SFoyer,2.0,8410,Mitchel,1Fam,1996.0,1.0,143000
1670,2,2001,5,1Story,2.0,4385,Somerst,TwnhsE,2838.0,1.5,290000
1671,2,2010,5,1Story,3.0,12919,NridgHt,1Fam,4694.0,2.5,611657
1672,3,1996,5,1Story,2.0,12464,CollgCr,1Fam,2080.0,1.0,152000
1673,2,1992,5,1Story,2.0,5005,StoneBr,TwnhsE,2560.0,2.0,191500
1674,4,2005,5,2Story,3.0,9591,NridgHt,1Fam,3616.0,2.5,317000
1675,2,1998,8,1.5Fin,1.0,6960,Sawyer,1Fam,1982.0,1.5,165250
1676,3,1966,5,1Story,1.0,9825,Edwards,1Fam,2184.0,1.0,123000
1677,1,1956,8,1Story,2.0,14175,Sawyer,1Fam,2176.0,1.0,185000
1678,3,1962,6,1Story,2.0,7400,NAmes,1Fam,2090.0,1.0,120000
1679,3,1966,7,1Story,2.0,10738,NWAmes,1Fam,2186.0,2.0,158500
1680,3,2004,5,2Story,2.0,8366,SawyerW,1Fam,2438.0,2.5,173000
1681,2,1962,5,1Story,2.0,9842,NAmes,Duplex,1224.0,2.0,101800
1682,3,2007,9,2Story,2.0,7200,SWISU,1Fam,1695.0,1.0,155000
1683,3,1950,7,1Story,1.0,10230,OldTown,1Fam,2132.0,1.0,125000
1684,2,1956,6,1Story,1.0,8626,OldTown,1Fam,968.0,1.0,104500
1685,4,2005,5,2Story,3.0,8834,NridgHt,1Fam,3686.0,2.5,350000
1686,2,1950,4,1Story,2.0,8544,NAmes,Duplex,1040.0,2.0,93500
1687,3,1999,5,2Story,2.0,9179,CollgCr,1Fam,2663.0,2.5,193000
1688,3,1994,7,2.5Fin,2.0,11526,Crawfor,1Fam,2759.0,2.0,191000
1689,2,2005,8,1Story,1.0,5684,OldTown,1Fam,1626.0,1.0,110000
1690,3,2001,5,2Story,2.0,11885,CollgCr,1Fam,3171.0,2.5,261500
1691,2,1956,6,1Story,1.0,9600,NAmes,1Fam,2100.0,1.0,128900
1692,4,1994,5,2Story,3.0,17242,NoRidge,1Fam,5233.0,3.5,584500
1693,3,1954,5,1Story,1.0,10215,Edwards,1Fam,1812.0,1.0,111000
1694,4,1950,5,1.5Fin,2.0,8550,BrkSide,1Fam,2066.0,1.0,90000
1695,3,1979,5,2Story,2.0,18450,NAmes,1Fam,3401.0,2.5,129000
1696,3,2006,7,1Story,2.0,14778,Crawfor,1Fam,2936.0,1.0,224000
1697,2,2005,5,2Story,2.0,3180,Somerst,TwnhsE,1800.0,2.5,165000
1698,3,1993,8,2Story,1.0,3068,OldTown,1Fam,1986.0,1.0,122000
1699,2,2007,5,1Story,2.0,8298,Timber,1Fam,3110.0,2.0,267300
1700,4,2009,5,2Story,3.0,13518,NridgHt,1Fam,5066.0,3.5,485000
1701,5,1962,5,1.5Fin,2.0,33120,OldTown,1Fam,4081.0,2.0,220000
1702,3,1997,5,2Story,2.0,13142,CollgCr,1Fam,2635.0,2.5,215700
1703,3,2005,5,1Story,3.0,11362,NridgHt,1Fam,3672.0,2.0,280000
1704,2,2004,5,1Story,3.0,10845,NridgHt,1Fam,3178.0,2.0,284000
1705,1,1970,6,SFoyer,0.0,1936,MeadowV,Twnhs,1260.0,1.0,84500
1706,2,1984,7,1Story,2.0,9760,NAmes,1Fam,2790.0,1.0,192000
1707,2,1950,8,2Story,1.0,3960,OldTown,1Fam,1506.0,1.0,105000
1708,3,2005,5,1Story,2.0,9100,CollgCr,1Fam,3696.0,2.0,216837
1709,3,1960,6,1Story,2.0,9600,NAmes,1Fam,2792.0,2.0,141500
1710,3,2003,7,1Story,2.0,9764,Sawyer,1Fam,1788.0,1.0,130000
1711,3,1978,5,1Story,0.0,8430,CollgCr,1Fam,2080.0,2.0,124000
1712,3,1999,6,2Story,,9060,IDOTRR,1Fam,2687.0,2.0,150909
1713,2,2003,6,1Story,1.0,12778,NAmes,1Fam,2016.0,1.0,139500
1714,3,1955,5,1Story,2.0,8172,Edwards,1Fam,1728.0,1.0,79275
1715,2,2006,5,1Story,2.0,9037,Timber,1Fam,2960.0,2.0,265900
1716,2,1950,5,1Story,1.0,6292,SWISU,1Fam,1558.0,1.0,91000
1717,3,1977,6,2Story,2.0,11900,Gilbert,1Fam,3056.0,2.5,185000
1718,3,1959,6,1Story,1.0,7945,NAmes,1Fam,2300.0,1.0,141000
1719,3,2008,5,2Story,2.0,16659,NridgHt,1Fam,3734.0,2.5,260116
1720,2,1950,6,1Story,1.0,9340,Edwards,1Fam,1344.0,1.0,113000
1721,3,1995,5,SLvl,3.0,11454,SawyerW,1Fam,2912.0,2.0,225000
1722,2,1950,6,1Story,1.0,8480,NAmes,1Fam,1586.0,1.0,113000
1723,3,1975,6,SLvl,1.0,6305,Edwards,1Fam,2104.0,1.0,125200
1724,3,2007,5,2Story,3.0,9709,NridgHt,1Fam,3018.0,2.5,319500
1725,3,1950,6,1.5Fin,1.0,10930,NAmes,1Fam,2471.0,1.5,140000
1726,2,1958,5,1Story,2.0,50102,Timber,1Fam,3282.0,1.0,250764
1727,4,2007,5,2Story,3.0,8899,NridgHt,1Fam,3036.0,2.5,250000
1728,3,2006,5,2Story,2.0,10237,Gilbert,1Fam,2304.0,2.5,176000
1729,4,1969,6,1Story,2.0,9736,NAmes,1Fam,3052.0,1.0,174850
1730,3,1978,5,2Story,2.0,2364,NPkVill,TwnhsE,2352.0,2.5,147000
1731,2,1979,5,1Story,1.0,7892,SawyerW,TwnhsE,1836.0,2.0,99500
1732,3,2009,5,2Story,3.0,12350,NridgHt,1Fam,4055.0,2.5,398800
1733,3,2000,5,2Story,2.0,7917,Gilbert,1Fam,2600.0,2.5,175000
1734,2,1954,7,1Story,1.0,7200,NAmes,1Fam,1650.0,1.0,109500
1735,3,1970,3,1Story,2.0,12155,NAmes,1Fam,3314.0,2.0,163500
1736,2,1950,5,1Story,0.0,7446,BrkSide,1Fam,1576.0,1.0,100000
1737,3,1993,5,2Story,3.0,11025,NoRidge,1Fam,4160.0,2.5,334000
1738,2,1968,5,1Story,1.0,7832,Sawyer,1Fam,1728.0,1.0,137250
1739,4,2006,5,2Story,2.0,19378,Gilbert,1Fam,3854.0,2.5,320000
1740,3,2006,7,1Story,2.0,9830,NAmes,1Fam,2350.0,1.0,162000
1741,2,2009,5,1Story,2.0,4403,Somerst,1Fam,2948.0,2.5,222000
1742,3,2003,5,2Story,2.0,8174,Gilbert,1Fam,2040.0,2.5,178000
1743,2,1992,7,1Story,1.0,7200,OldTown,1Fam,1592.0,1.0,119000
1744,4,1962,5,2Story,1.0,7590,NAmes,1Fam,2676.0,2.0,169500
1745,4,2000,5,2Story,2.0,8795,Gilbert,1Fam,3208.0,2.5,236000
1746,2,2008,5,1Story,2.0,3843,Crawfor,TwnhsE,3244.0,2.0,294464
1747,4,1969,5,2Story,2.0,11075,NAmes,1Fam,3064.0,2.5,206900
1748,4,2004,5,2Story,2.0,10142,SawyerW,1Fam,3040.0,2.5,233000
1749,2,1950,5,1Story,1.0,7741,OldTown,1Fam,2064.0,1.0,108000
1750,3,1996,5,2Story,2.0,8139,Gilbert,1Fam,2150.0,2.5,165000
1751,3,1977,5,1Story,2.0,8982,CollgCr,1Fam,2080.0,1.5,134900
1752,2,1950,7,1.5Unf,1.0,6120,BrkSide,1Fam,1768.0,1.0,113000
1753,3,1996,5,1Story,1.0,16561,CollgCr,1Fam,2194.0,1.5,147900
1754,2,1950,8,1Story,0.0,4060,Edwards,1Fam,1728.0,1.0,99900
1755,4,1975,6,2Story,2.0,2308,NPkVill,TwnhsE,2311.0,2.5,143000
1756,3,1950,6,1.5Fin,2.0,6240,BrkSide,1Fam,1632.0,1.0,114500
1757,3,1967,6,1Story,1.0,8789,Sawyer,1Fam,1853.0,1.0,129200
1758,2,2008,5,1Story,2.0,5587,Crawfor,TwnhsE,3252.0,2.0,392500
1759,4,2006,9,2Story,1.0,9042,Crawfor,1Fam,3492.0,2.0,266500
1760,3,1998,5,SLvl,2.0,8923,Gilbert,1Fam,1766.0,2.5,177500
1761,3,1968,7,1Story,1.0,12518,Mitchel,1Fam,2016.0,1.0,139500
1762,3,2007,5,2Story,2.0,11069,CollgCr,1Fam,2004.0,2.5,170000
1763,5,1997,7,2Story,2.0,8800,NAmes,1Fam,2999.0,2.5,224500
1764,4,2004,5,2Story,3.0,13262,NridgHt,1Fam,3482.0,3.5,290000
1765,4,1950,4,1.5Fin,1.0,7758,IDOTRR,1Fam,2858.0,1.5,169500
1766,3,2005,5,1Story,2.0,12118,Mitchel,1Fam,3420.0,2.0,240000
1767,2,1955,6,1Story,1.0,9600,NAmes,1Fam,2228.0,1.0,144000
1768,4,1978,6,2Story,2.0,9500,NAmes,1Fam,2793.0,1.5,165000
1769,2,1991,5,1Story,2.0,7175,SawyerW,TwnhsE,2664.0,2.0,145000
1770,3,1964,3,1Story,2.0,11200,Edwards,1Fam,2548.0,2.0,114000
1771,3,2006,5,1Story,3.0,14226,NridgHt,1Fam,3908.0,2.0,395000
1772,3,1973,5,2Story,2.0,2760,BrDale,TwnhsE,1617.0,1.5,105500
1773,3,1999,5,2Story,3.0,11050,Mitchel,1Fam,2965.0,2.5,254900
1774,3,1950,3,1Story,1.0,7200,NAmes,1Fam,2102.0,1.5,102000
1775,3,2001,5,2Story,2.0,12420,CollgCr,1Fam,2784.0,2.5,230000
1776,4,2004,8,2Story,1.0,6120,BrkSide,1Fam,2452.0,1.5,137500
1777,2,1983,7,1Story,1.0,7111,BrkSide,1Fam,2151.0,1.0,138000
1778,2,1983,5,SLvl,2.0,19255,SawyerW,1Fam,1858.0,1.5,156500
1779,3,1970,7,1Story,2.0,8120,NAmes,1Fam,1728.0,1.0,124500
1780,3,1977,6,2Story,2.0,11952,NWAmes,1Fam,2777.0,2.5,190000
1781,2,2007,5,1Story,2.0,3182,Blmngtn,1Fam,2532.0,2.0,159895
1782,4,1998,6,2Story,2.0,9842,SWISU,1Fam,3213.0,3.5,189000
1783,3,1964,6,1Story,0.0,8020,Sawyer,1Fam,1824.0,1.0,124000
1784,3,1996,6,1Story,2.0,11341,Sawyer,1Fam,2784.0,1.5,121500
1785,5,1957,5,1Story,2.0,12436,NAmes,Duplex,3648.0,2.0,146000
1786,3,2001,5,2Story,2.0,12192,CollgCr,1Fam,2751.0,2.5,235000
1787,2,2005,5,1Story,2.0,3842,Crawfor,TwnhsE,3240.0,2.0,300000
1788,3,1970,7,2Story,0.0,1936,MeadowV,Twnhs,1638.0,1.5,90500
1789,6,1965,5,1Story,2.0,13101,NAmes,Duplex,3456.0,2.0,142600
1790,3,2002,5,1Story,2.0,9808,CollgCr,1Fam,3146.0,2.0,227000
1791,5,1950,6,2.5Unf,2.0,8145,Crawfor,Duplex,3400.0,2.5,205000
1792,1,2000,5,1Story,2.0,17227,CollgCr,1Fam,2682.0,1.5,246900
1793,2,1950,7,2Story,1.0,5280,IDOTRR,1Fam,1534.0,1.0,89000
1794,2,1950,5,1.5Fin,2.0,11792,Edwards,1Fam,1864.0,1.0,64000
1795,1,1978,5,1Story,2.0,3876,Greens,Twnhs,2452.0,1.0,170000
1796,4,2009,5,2Story,3.0,13891,NridgHt,1Fam,4556.0,3.5,582933
1797,2,1980,6,1Story,2.0,6000,OldTown,1Fam,2206.0,1.0,110500
1798,2,1960,6,1Story,2.0,8240,Edwards,1Fam,2358.0,1.0,110000
1799,2,2008,9,1Story,0.0,9405,Edwards,1Fam,1396.0,1.0,118000
1800,3,2004,5,2Story,3.0,10625,NridgHt,1Fam,3044.0,2.5,284000
1801,4,1962,6,2Story,2.0,9247,NAmes,1Fam,2574.0,1.5,171000
1802,3,2004,5,2Story,2.0,10628,SawyerW,1Fam,2647.0,2.5,193000
1803,3,2003,6,1Story,2.0,11000,Mitchel,1Fam,2268.0,1.5,135000
1804,4,1950,8,2.5Unf,1.0,9399,Crawfor,1Fam,2454.0,1.5,167000
1805,2,1950,5,1Story,1.0,7200,OldTown,1Fam,1440.0,1.0,105000
1806,3,1999,5,1Story,2.0,10264,CollgCr,1Fam,3176.0,2.0,214000
1807,3,2004,5,2Story,3.0,13215,NridgHt,1Fam,3334.0,2.5,279000
1808,3,2000,6,SLvl,2.0,10530,NWAmes,1Fam,2550.0,3.0,184500
1809,2,2002,7,1.5Fin,1.0,6000,OldTown,1Fam,1832.0,1.5,120000
1810,3,1992,6,2Story,2.0,7703,SawyerW,1Fam,2546.0,2.5,171500
1811,2,2007,5,2Story,2.0,4251,Somerst,TwnhsE,1875.0,2.5,164700
1812,4,1989,4,2Story,2.0,12128,SawyerW,1Fam,3427.0,2.5,209000
1813,2,2004,5,1Story,2.0,3072,Blmngtn,TwnhsE,2913.0,2.0,225000
1814,5,1996,3,1.5Fin,0.0,8410,Edwards,1Fam,1842.0,1.0,81000
1815,2,2006,5,1Story,3.0,15218,Somerst,1Fam,3340.0,2.5,336820
1816,3,1989,5,2Story,2.0,14364,SawyerW,1Fam,3219.0,2.5,277000
1817,3,1960,7,1Story,1.0,8680,NAmes,1Fam,1788.0,1.0,117600
1818,3,2005,8,1.5Fin,1.0,9600,NAmes,1Fam,2524.0,1.5,140000
1819,3,2008,5,1Story,3.0,11778,CollgCr,1Fam,3517.0,2.5,395039
1820,3,2007,5,2Story,2.0,15810,Gilbert,1Fam,2264.0,3.0,181755
1821,3,2006,5,1Story,2.0,11024,SawyerW,1Fam,2800.0,2.0,186800
1822,4,1965,6,2Story,2.0,8970,NAmes,1Fam,2884.0,2.5,177500
1823,4,2007,6,1Story,1.0,10800,OldTown,1Fam,1624.0,2.0,64500
1824,2,2005,5,1Story,2.0,4835,Somerst,TwnhsE,2976.0,2.0,260000
1825,2,2007,5,1Story,2.0,3710,Blmngtn,1Fam,2532.0,2.0,185485
1826,2,1993,7,1Story,1.0,6120,BrkSide,1Fam,1590.0,1.0,105000
1827,3,1994,7,SLvl,2.0,9600,Veenker,1Fam,2383.0,2.5,187000
1828,3,1998,7,1Story,2.0,14145,NWAmes,1Fam,2829.0,2.0,202500
1829,3,2006,5,1Story,3.0,9926,NridgHt,1Fam,3228.0,2.0,245700
1830,2,1980,5,2Story,1.0,8012,SawyerW,TwnhsE,1896.0,1.5,128000
1831,3,2005,5,2Story,3.0,10240,NridgHt,1Fam,3128.0,2.5,275500
1832,3,1999,5,2Story,2.0,10762,Gilbert,1Fam,2961.0,2.5,225000
1833,3,1959,5,SLvl,1.0,8000,NAmes,1Fam,1711.0,1.0,138000
1834,3,1971,5,2Story,1.0,1680,BrDale,Twnhs,1617.0,1.5,88000
1835,3,2006,5,2Story,3.0,13693,NridgHt,1Fam,4796.0,2.5,380000
1836,3,2007,5,1Story,3.0,10625,Somerst,1Fam,3320.0,2.0,256000
1837,3,2000,7,1Story,2.0,7200,NAmes,1Fam,1800.0,1.0,134800
1838,2,1980,6,2Story,2.0,1612,Blueste,Twnhs,1790.0,1.5,121000
1839,3,2007,6,2Story,2.0,10207,Somerst,1Fam,2635.0,3.0,227875
1840,3,2008,5,1Story,3.0,10475,CollgCr,1Fam,3388.0,2.0,245350
1841,2,1950,7,2Story,0.0,5976,OldTown,Duplex,1872.0,2.0,93500
1842,2,1950,5,1Story,1.0,10625,Edwards,1Fam,1293.0,1.0,83000
1843,3,1992,5,2Story,2.0,53107,ClearCr,1Fam,3533.0,2.5,240000
1844,3,1950,4,1.5Fin,1.0,5680,OldTown,1Fam,1765.0,2.0,113000
1845,3,1998,7,1Story,1.0,12400,NAmes,1Fam,2430.0,1.0,155000
1846,3,1996,8,1Story,1.0,6768,Sawyer,1Fam,1824.0,1.0,142000
1847,2,2004,7,1.5Unf,1.0,6000,BrkSide,1Fam,1788.0,1.0,119000
1848,4,1985,7,1.5Fin,1.0,12508,Mitchel,1Fam,2733.0,2.0,160000
1849,3,2004,5,2Story,2.0,7415,Gilbert,1Fam,2432.0,2.5,193000
1850,4,1993,5,2Story,2.0,11762,NoRidge,1Fam,3307.0,2.5,263000
1851,3,2005,5,1Story,2.0,8767,CollgCr,1Fam,2620.0,2.0,164990
1852,3,1954,6,1Story,1.0,8190,Edwards,1Fam,1896.0,1.0,119000
1853,2,2007,5,1Story,2.0,7500,Somerst,1Fam,2820.0,2.0,238500
1854,2,1975,5,1Story,2.0,70761,ClearCr,1Fam,3066.0,2.0,280000
1855,2,2007,5,1Story,2.0,3784,Somerst,TwnhsE,3076.0,2.0,193800
1856,3,1976,7,1Story,2.0,4224,MeadowV,TwnhsE,2100.0,1.0,129900
1857,3,1995,5,1Story,2.0,9245,CollgCr,1Fam,1980.0,1.0,145000
1858,3,2002,5,1Story,3.0,14781,CollgCr,1Fam,3540.0,2.0,275000
1859,2,1950,4,1Story,2.0,8544,NAmes,Duplex,1040.0,2.0,81400
1860,3,1954,6,1Story,1.0,7440,Edwards,1Fam,2178.0,1.0,125000
1861,2,1950,6,1Story,2.0,7404,OldTown,1Fam,1722.0,1.0,80000
1862,2,1999,6,1Story,1.0,4853,SWISU,1Fam,2403.0,2.0,104000
1863,3,1996,5,1Story,2.0,10593,NoRidge,1Fam,3440.0,2.0,260400
1864,3,2003,7,2Story,2.0,12090,NWAmes,1Fam,2204.0,2.5,176000
1865,3,1966,4,1Story,1.0,11677,Sawyer,1Fam,2080.0,1.0,123000
1866,4,2000,5,2Story,3.0,11000,NoRidge,1Fam,3691.0,2.5,291000
1867,2,2002,6,1Story,1.0,8000,NAmes,1Fam,1944.0,1.0,132000
1868,3,2005,5,2Story,2.0,8029,Gilbert,1Fam,2184.0,2.5,176000
1869,3,1956,6,1Story,2.0,13495,NAmes,1Fam,2776.0,2.0,177625
1870,4,1950,7,1.5Fin,1.0,9738,Edwards,1Fam,2005.0,1.0,104900
1871,3,1999,5,2Story,2.0,9272,CollgCr,1Fam,2591.0,2.5,196000
1872,2,2005,5,1Story,2.0,7841,NridgHt,TwnhsE,3154.0,2.0,280000
1873,3,1996,5,SLvl,2.0,8530,Gilbert,1Fam,1858.0,2.5,168500
1874,3,1995,5,2Story,2.0,13041,Gilbert,1Fam,2452.0,2.5,170000
1875,2,1953,5,1Story,4.0,43500,Mitchel,1Fam,2034.0,1.0,130000
1876,4,1950,5,1.5Fin,2.0,6240,BrkSide,1Fam,2998.0,2.0,150000
1877,3,1996,6,1Story,2.0,13015,CollgCr,1Fam,2200.0,1.5,145000
1878,4,1976,5,1Story,2.0,9297,Mitchel,Duplex,3456.0,2.0,188000
1879,3,1997,5,2Story,2.0,8773,Gilbert,1Fam,2516.0,2.5,169000
1880,2,2007,5,1Story,2.0,8536,Edwards,1Fam,2250.0,1.5,155000
1881,2,2004,5,1Story,2.0,4282,Somerst,TwnhsE,2782.0,2.0,196000
1882,4,2002,5,2Story,2.0,8740,Gilbert,1Fam,2849.0,2.5,219500
1883,3,2006,5,2Story,2.0,10237,Gilbert,1Fam,2184.0,2.5,170440
1884,3,1977,6,2Story,2.0,7950,Edwards,1Fam,2116.0,1.5,159500
1885,2,2009,5,1Story,3.0,39290,Edwards,1Fam,10190.0,2.5,183850
1886,3,1970,6,1Story,2.0,10400,NWAmes,1Fam,2986.0,2.0,174000
1887,2,1970,5,1Story,2.0,10628,NAmes,1Fam,2554.0,1.0,167000
1888,3,1976,6,2Story,2.0,2280,NPkVill,Twnhs,2311.0,2.5,148500
1889,6,1979,5,2Story,2.0,7018,SawyerW,Duplex,2228.0,2.0,147983
1890,3,1980,6,2Story,1.0,10762,SawyerW,TwnhsE,1843.0,1.5,120000
1891,2,2006,5,1Story,2.0,7024,Edwards,1Fam,2180.0,1.5,157000
1892,4,1950,3,1.5Fin,1.0,7585,Edwards,1Fam,2266.0,1.0,91500
1893,2,1950,7,1Story,0.0,8777,Edwards,1Fam,1592.0,1.0,85000
1894,2,1965,7,1Story,2.0,9170,Edwards,1Fam,2428.0,1.0,140000
1895,3,1966,7,1Story,1.0,7742,Sawyer,1Fam,1910.0,1.0,127000
1896,3,2003,5,2Story,2.0,8791,Somerst,1Fam,2592.0,2.5,207500
1897,5,1990,8,2.5Unf,2.0,19800,Edwards,1Fam,5508.0,3.5,415000
1898,3,1960,6,1Story,2.0,13339,Crawfor,1Fam,3122.0,2.0,193000
1899,3,1995,5,2Story,2.0,8125,Gilbert,1Fam,2183.0,2.5,174000
1900,3,1999,7,2Story,2.0,11419,NAmes,1Fam,2226.0,1.5,152500
1901,3,2003,5,2Story,2.0,7226,CollgCr,1Fam,2438.0,2.5,183000
1902,4,1994,6,1.5Fin,1.0,11100,Edwards,1Fam,2560.0,1.0,136500
1903,3,2001,5,2Story,2.0,12435,CollgCr,1Fam,2755.0,2.5,231500
1904,2,1952,7,1Story,1.0,6420,Edwards,1Fam,2128.0,1.0,123500
1905,3,1955,7,1.5Fin,1.0,16466,Edwards,1Fam,2209.0,1.5,135500
1906,3,1976,6,SLvl,2.0,6285,Edwards,1Fam,2004.0,1.0,133500
1907,3,1963,5,1Story,1.0,9204,NAmes,1Fam,2288.0,1.5,124000
